"reino","filo","classe","ordem","familia","genero","especie","subespecie","nome_cientifico_anterior","autor","nome_comum","grupo","mesano_avaliacao","categoria","possivemente_extinta","criterio","justificativa","endemica_brasil","consta_em_lista_nacional_oficial","estado","regiao","bioma","bacia_hidrografica","unidade_de_conservacao_federal","unidade_de_conservacao_estadual","rppn","migratoria","tendencia_populacional","ameaca","uso","acao_conservacao","plano_de_acao","listas_e_convencoes","altitudeminmax","barimetriaminmax"
"Animalia","Chordata","Amphibia","Anura","Bufonidae","Melanophryniscus","Melanophryniscus montevidensis","","Melanophryniscus montevidensis","(Philippi, 1902)","Sapinho-mão-vermelha-de-Montevidéu","Anfíbios","11/2018","Vulnerável","","B1ab(iii)","Melanophryniscus montevidensis ocorre no Uruguai e no Brasil, onde há registros no bioma Pampa no extremo sul do estado do Rio Grande do Sul, nos municípios de Santa Vitória do Palmar e Chuí. Trata-se de espécie de hábitat específico, encontrada somente em solos arenosos de planícies costeiras. Sua extensão de ocorrência no país foi estimada em 977 km&sup2;. Não há registro da espécie em área protegida e não há aporte da população do Uruguai para as subpopulações no Brasil. Na região onde ocorre no país, há plantio em larga escala de arroz e expansão imobiliária, atividades que causam declínio contínuo da qualidade do hábitat da espécie. Considerando as ameaças e os registros conhecidos, é possível supor que a espécie tenha menos de dez localizações. Por essas razões, Melanophryniscus montevidensis foi avaliada como Vulnerável (VU) pelo critério B1ab(iii).","Não","Sim","Rio Grande do Sul","|Sul|","Pampa","","","","","Não","Desconhecida","11 - Mudanças e extremos climáticos
11.3 - Extremos térmicos
1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.3 - Agricultura agro-industrial
9 - Poluição
9.3 - Agropecuária e florestal
9.3.3 - Herbicidas e pesticidas","","Plano de Ação Nacional (PAN), Proteção de locais/áreas, Proteção de recursos/habitat","Plano de Ação Nacional para a Conservação da Herpetofauna do Sul - 2º ciclo, Plano de Ação Nacional para a Conservação de Répteis e Anfíbios Ameaçados da Região Sul do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Amphibia","Anura","Bufonidae","Melanophryniscus","Melanophryniscus setiba","","Melanophryniscus setiba","Peloso, Faivovich, Grant, Gasparini & Haddad, 2012","Sapinho-da-restinga","Anfíbios","11/2018","Vulnerável","","D2","Melanophryniscus setiba é endêmica do Brasil, do bioma Mata Atlântica, conhecida apenas da localidade-tipo, no Parque Estadual Paulo César Vinha, no município de Guarapari, estado do Espírito Santo. Estima-se que sua extensão de ocorrência seja igual a área do Parque, 16 km2, e acredita-se que sua área de ocupação seja menor que 10 km2, pois habita somente a serrapilheira de mata seca na restinga. A área de ocupação da espécie está sujeita a eventos estocásticos, como incêndios, que, em futuro incerto, poderão ser capazes de tornar a espécie Criticamente em Perigo (CR) ou até mesmo Extinta (EX) em curto prazo. Por esses motivos, Melanophryniscus setiba foi avaliada como Vulnerável (VU) pelo critério D2.","Sim","Sim","Espírito Santo","|Sudeste|","Mata Atlântica","","","","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para conservação da Herpetofauna Ameaçada da Mata Atlântica da Região Sudeste do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Rivulidae","Melanorivulus","Melanorivulus interruptus","","","Volcan, Severo-Neto & Lanés, 2018","Peixe não-anual","Peixes Continentais","09/2022","Vulnerável","","D2","Melanorivulus interruptus é endêmica do Brasil e ocorre apenas na localidade-tipo, uma vereda associada a riacho situada em área em urbanização, às margens de uma rodovia, nas imediações de Campo Grande, estado do Mato Grosso do Sul. Esforços de coleta na área não resultaram em novos registros da espécie. A principal ameaça que afeta a espécie é a destruição de habitat pela expansão urbana, em função do intenso crescimento econômico e consequente expansão imobiliária da região. Ressalta-se que poucos eventos de drenagem, ou de aterramento para atividades ou obras diversas, podem destruir completamente o habitat da espécie. As atividades agropecuárias e o intenso tráfego de veículos na região, com subsequentes deslizamentos de barreiras de contenção também representam impactos potenciais. A Área de Ocupação (AOO) foi calculada em 8 km&sup2;, demonstrando a distribuição bastante restrita da espécie. Portanto, Melanorivulus interruptus foi categorizada como Vulnerável (VU) pelo critério D2.","Sim","Não","Mato Grosso do Sul","|Centro-Oeste|","Cerrado","Sub-bacia Paraná RH1","","","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.4 - Pecuária em escala desconhecida
4 - Transportes e serviços de transmissão
4.1 - Estradas e ferrovias","","","","","594",""
"Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Rivulidae","Melanorivulus","Melanorivulus leali","","Melanorivulus leali","Costa, 2013","Peixe não-anual","Peixes Continentais","06/2022","Vulnerável","","D2","Melanorivulus leali é endêmica do Brasil e foi descrita de um pequeno córrego tributário do rio Tamanduazinho, drenagem do rio Pardo, parte da drenagem do rio Grande, na bacia do alto rio Paraná, no município de Serra Azul, estado de São Paulo. Embora a espécie tenha sido descrita em 2013, os exemplares foram coletados em 2007. Após sua descrição, foram feitos dois registros adicionais, um em Serra Azul, mesmo município da localidade-tipo, e outro em Sertãozinho, ambos em 2014. A área de ocupação (AOO) foi calculada em 12 km2. A região onde a espécie ocorre é densamente ocupada por plantações de cana-de-açúcar e eucalipto, além dos impactos derivados da urbanização. Considerando a restrita área de ocupação da espécie, e os impactos difusos que incidem sobre a mesma, Melanorivulus leali foi categorizada como Vulnerável (VU) pelo critério D2.","Sim","Não","São Paulo","|Sudeste|","Cerrado","Sub-bacia Grande","","","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
2 - Agropecuária e Aquacultura
2.2 - Silvicultura
2.2.3 - Plantações em escala desconhecida","","","","","",""
"Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Rivulidae","Melanorivulus","Melanorivulus linearis","","","Costa, 2018","Peixe não-anual","Peixes Continentais","09/2022","Vulnerável","","D2","Melanorivulus linearis é endêmica do Brasil e conhecida apenas da localidade-tipo, situada em região de veredas do alto rio Pardo, bacia do alto rio Paraná, estado do Mato Grosso do Sul. Essa região e entorno é bastante amostrada em inventários ictiológicos gerais como também por especialistas em rivulídeos, o que demonstra o seu endemismo. A principal ameaça que afeta a espécie é a destruição de habitat pela expansão das atividades agrícolas. Além disso, a região foi fragmentada pela BR 060, onde há alta frequência de tráfego de veículos com cargas potencialmente perigosas, que representam uma ameaça adicional para a população de M. linearis. A Área de Ocupação (AOO) foi calculada em 12 km&sup2;, demonstrando a distribuição bastante restrita da espécie. Portanto, Melanorivulus linearis foi categorizada como Vulnerável (VU) pelo critério D2.","Sim","Não","Mato Grosso do Sul","|Centro-Oeste|","Cerrado","Sub-bacia Paraná RH1","","","","Não","Desconhecida","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.4 - Pecuária em escala desconhecida
4 - Transportes e serviços de transmissão
4.1 - Estradas e ferrovias
7 - Modificações nos sistemas naturais
7.2 - Represas e uso de água
7.2.3 - Captação de água de superfície - uso na agricultura
9 - Poluição
9.3 - Agropecuária e florestal
9.3.3 - Herbicidas e pesticidas","","","","","",""
"Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Rivulidae","Melanorivulus","Melanorivulus paracatuensis","","Melanorivulus paracatuensis","(Costa, 2003)","Peixe-anual, Peixe não-anual","Peixes Continentais","09/2022","Vulnerável","","D2","Melanorivulus paracatuensis é endêmica do Brasil e conhecida de dois registros, sendo um de 1994 e outro de 2005, em um buritizal da drenagem do rio Paracatu, na bacia do rio São Francisco, estado de Minas Gerais, e mais um registro em região próxima. A localidade-tipo foi revisitada em 2019, mas a espécie não foi registrada. A principal ameaça que afeta a espécie é a destruição de habitat pelo avanço dos empreendimentos de geração de energia fotovoltaica na região. Além disso, as atividades agropecuárias e a mineração de areia representam impactos à espécie. A Área de Ocupação (AOO) foi calculada em no máximo 20 km2. Portanto, Melanorivulus paracatuensis foi categorizada como Vulnerável (VU) pelo critério D2.","Sim","Não","Minas Gerais","|Sudeste|","Cerrado","Sub-bacia São Francisco Médio","","","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.4 - Pecuária em escala desconhecida
3 - Produção energética e mineração
3.2 - Mineração
3.2.1 - Extração de areia
3 - Produção energética e mineração
3.3 - Energia renovável
3.3.3 - Parque de energia solar","","","","","",""
"Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Rivulidae","Melanorivulus","Melanorivulus rutilicaudus","","Melanorivulus rutilicaudus","(Costa, 2005)","Peixe das nuvens, Peixe não-anual","Peixes Continentais","08/2021","Vulnerável","","D2","Melanorivulus rutilicaudus é endêmica do Brasil e conhecida por dois registros, um em 2004 e outro em 2011, na mesma localidade na planície de inundação do rio Verde, bacia do alto rio Paraná, município de Serranópolis, no estado de Goiás. A Área de Ocupação conhecida é de 4 km&sup2;. A sub-bacia do rio Verde é bastante visada para empreendimentos hidrelétricos; nesse sentido, a principal ameaça futura é a construção das AHEs Estrela e Taboca, planejadas para serem instaladas em áreas contíguas no rio Verde, e que afetará a dinâmica hídrica da região e, consequentemente, pode impactar a única população conhecida de M. rutilicaudus, que está a aproximadamente a 10 km a jusante. Considerando as informações atuais, e o fato de existirem ameaças plausíveis que possam levar a espécie a Criticamente em Perigo (CR) ou Extinta (EX) em curto prazo, Melanorivulus rutilicaudus foi categorizada como Vulnerável (VU) pelo critério D2.","Sim","Sim","Goiás","|Centro-Oeste|","Cerrado","Sub-bacia Paranaíba","","","","Não","Desconhecida","3 - Produção energética e mineração
3.3 - Energia renovável
3.3.1 - Hidrelétricas","3 - Animais de estimação/ornamentais","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação dos Peixes Rivulídeos Ameaçados de Extinção - 2º ciclo","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Aves","Falconiformes","Falconidae","Micrastur","Micrastur mintoni","","Micrastur mintoni","Whittaker, 2003","falcão-críptico","Aves","06/2020","Vulnerável","","A4c","Micrastur mintoni ocorre de forma disjunta no sudeste da Amazônia (Bolívia e Brasil) e na Mata Atlântica (apenas no Espírito Santo e Bahia). A população da Mata Atlântica é extremamente reduzida e está beirando a extinção. Na Amazônia, modelagens projetam uma perda de habitat para esta espécie entre 34,3 e 51,3%, entre os anos de 2002 e 2028 (três gerações). Considerando que a espécie é dependente de florestas bem conservadas, sendo sensível à perturbação e à fragmentação, suspeita-se que haverá redução populacional decorrente da perda de habitat de ao menos 30% em três gerações, envolvendo passado e futuro. Desta forma, M. mintoni foi categorizada como Vulnerável (VU) A4c.","Não","Não","Amazonas, Bahia, Espírito Santo, Maranhão, Mato Grosso, Pará, Rondônia, Tocantins","|Centro-Oeste|Nordeste|Norte|Sudeste|","Amazônia, Cerrado, Mata Atlântica","Sub-bacia Araguaia
Sub-bacia Doce
Sub-bacia Foz Amazonas
Sub-bacia Gurupi
Sub-bacia Madeira
Sub-bacia Mearim
Sub-bacia Paru
Sub-bacia Tocantins Alto
Sub-bacia Tocantins Baixo
Sub-bacia Xingu","FLONA Altamira, FLONA Carajás, FLONA Caxiuanã, FLONA Crepori, FLONA do Tapajós, FLONA Itaituba I, FLONA Jamanxim, FLONA Pau-Rosa, FLONA Trairão, PARNA do Descobrimento, PARNA Serra da Cutia, REBIO de Sooretama, REBIO do Gurupi, REBIO Tapirapé, RESEX Tapajós-Arapiuns","PARQUE ESTADUAL DO CANTãO","RPPN Fazenda Pioneira, RPPN Lote Cristalino, RPPN Nadir Júnior, RPPN Seringal Assunção, RPPN Sumaúma","Não","Declinando","2 - Agropecuária e Aquacultura
2.2 - Silvicultura
2 - Agropecuária e Aquacultura
2.3 - Pecuária
5 - Uso de recursos biológicos
5.3 - Extração florestal
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação das Aves Ameaçadas do Bioma Amazônia - 2º ciclo, Plano de Ação Nacional para a Conservação das Aves Ameaçadas do Bioma Mata Atlântica","CITES - Anexo II","",""
"Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae","Micropogonias","Micropogonias furnieri","","Micropogonias furnieri","(Desmarest, 1823)","cascota, cascote, cascudo, corvina","Peixes Marinhos (ósseos)","04/2024","Vulnerável","","A2bd","Micropogonias furnieri é uma espécie costeira demersal que ocorre entre o sul do Golfo do México, Estados Unidos, e o norte da Argentina. No Brasil, é encontrada ao longo de todo o litoral, mas a maior parte da população está no Sudeste e Sul, onde a espécie é capturada com maior intensidade, tanto pela frota industrial quanto pela artesanal. Dados de variação na biomassa de adultos do Sul e Sudeste do Brasil indicam que houve um declínio estimado de 53% da população nesta região entre 1994 e 2022 (três tempos geracionais). Tendo em vista que entre 70% e 80% da população da corvina está no Sudeste e Sul do Brasil e assumindo estabilidade populacional no restante do país, a despeito de outros impactos, infere-se uma redução entre 37% e 42% no tamanho populacional nos três tempos geracionais. Por esses motivos, Micropogonias furnieri foi categorizada como Vulnerável (VU) pelo critério A2bd.","Não","Não","Alagoas, Amapá, Bahia, Ceará, Espírito Santo, Maranhão, Pará, Paraíba, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Rio Grande do Sul, Santa Catarina, São Paulo, Sergipe","|Nordeste|Norte|Sudeste|Sul|","Sistema Costeiro-Marinho","","APA Barra do Rio Mamanguape, APA Cananéia-Iguape-Peruíbe, APA Costa dos Corais, APA Delta do Parnaíba, APA Guaraqueçaba, ARIE Ilha do Ameixal, PARNA da Lagoa do Peixe, PARNA Marinho dos Abrolhos, PARNA Superagui, RESEX Acaú-Goiana, RESEX Arraial do Cabo, RESEX Canavieiras, RESEX Cassurubá, RESEX do Corumbau, RESEX Marinha de Caeté-Taperaçu, REVIS Santa Cruz","APA MARINHA DO LITORAL NORTE, ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS, ÁREA DE PROTEÇÃO AMBIENTAL CONCEIÇÃO DA BARRA, ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE, ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES, ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS, ÁREA DE PROTEÇÃO AMBIENTAL DO CATOLÉ E FERNÃO VELHO, ÁREA DE PROTEÇÃO AMBIENTAL DO RIO PACOTI, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, ÁREA DE PROTEÇÃO AMBIENTAL PLATAFORMA CONTINENTAL DO LITORAL NORTE, ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS, ARIE DE SãO SEBASTIãO, ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS, RDS DA BARRA DO UNA","","Sim","Declinando","5 - Uso de recursos biológicos
5.4 - Pesca e uso de recursos aquáticos
5.4.1 - Captura intencional - subsistência/pequena escala
5.4.1.6 - Arrasto
5 - Uso de recursos biológicos
5.4.1.7 - Emalhe
5 - Uso de recursos biológicos
5.4.2 - Captura intencional - larga escala
5.4.2.5 - Cerco
5 - Uso de recursos biológicos
5.4.2.6 - Arrasto
5 - Uso de recursos biológicos
5.4.2.7 - Emalhe
5 - Uso de recursos biológicos
5.4.6 - Captura indireta - larga escala
5.4.6.1 - Armadilhas
9 - Poluição","","","","","","0 , 100"
"Animalia","Chordata","Actinopterygii","Perciformes","Pomacentridae","Microspathodon","Microspathodon chrysurus","","Microspathodon chrysurus","(Cuvier, 1830)","Donzela-Azul","Peixes Marinhos (ósseos)","06/2019","Vulnerável","","A2cd","Microspathodon chrysurus ocorre no Atlântico Ocidental, da Flórida (EUA) e Bermuda até sudeste do Brasil, com registros do Maranhão ao Rio de Janeiro, incluindo o complexo insular Trindade-Martin Vaz (ES) e os montes Vitória, Jaseur e Davis. A espécie foi massivamente coletada para o comércio ornamental na costa nordeste e central do Brasil, a partir de meados da década de 1980 até 2004, quando tornou-se extremamente rara nessas regiões. Houve declínio populacional nos recifes de Maracajaú (RN) de 73% entre 2013 e 2017. Atualmente a captura para o comércio ornamental é proibida, mas ainda ocorre ilegalmente para o mercado interno. Além disso, a espécie apresenta associação com corais de fogo, os quais vêm sofrendo recorrentemente com o branqueamento, coleta, turismo subaquático desordenado, eutrofização, erosão e assoreamento costeiro e pesca fantasma. Os dados de declínio somados aos impactos mencionados indicam uma diminuição de pelo menos 30% na subpopulação do país nas ultimas três gerações (24 anos). Assim, M. chrysurus foi categorizada como Vulnerável (VU) sob o critério A2cd.","Não","Sim","Alagoas, Bahia, Ceará, Espírito Santo, Maranhão, Paraíba, Pernambuco, Rio de Janeiro, Rio Grande do Norte","|Nordeste|Sudeste|","Mata Atlântica, Sistema Costeiro-Marinho","","APA Costa dos Corais, MONA do Arquipélago de Trindade e Martim Vaz e Monte Columbia, PARNA Marinho dos Abrolhos, RESEX do Corumbau","ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS, PARQUE ESTADUAL MARINHO DO PARCEL DE MANUEL LUíS","","","Declinando","12 - Outras ameaças
5 - Uso de recursos biológicos
5.4 - Pesca e uso de recursos aquáticos","3 - Animais de estimação/ornamentais","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para Conservação dos Ambientes Coralíneos do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","","1 , 43"
"Animalia","Cnidaria","Hydrozoa","Anthoathecata","Milleporidae","Millepora","Millepora laboreli","","Millepora laboreli","Amaral, 2008","","Invertebrados Marinhos","09/2022","Vulnerável","","D2","Millepora laboreli é endêmica do Brasil, ocorrendo apenas no Parque Estadual Marinho do Parcel do Manuel Luís, Maranhão. A principal ameaça à espécie são os eventos de anomalias térmicas e que pode levar o táxon à condição de CR ou EX em muito curto prazo. Além disso, podem ser citadas também como ameaças a exploração de recursos naturais como atividades de petróleo e gás, mineração (fosfato e calcário) e construção de usinas eólicas offshore (em processo de licenciamento) na região. Considerando que a espécie está restrita a uma única localização, com área de ocupação de 12 Km², e que possui baixa diversidade genética que a torna suscetível a depressão endogâmica, M. laboreli foi categorizada como Vulnerável (VU) pelo critério D2.","Sim","Sim","Maranhão","|Nordeste|","Sistema Costeiro-Marinho","","","PARQUE ESTADUAL MARINHO DO PARCEL DE MANUEL LUíS","","Não","Desconhecida","11 - Mudanças e extremos climáticos
3 - Produção energética e mineração
3.1 - Extração de petróleo e gás natural
3 - Produção energética e mineração
3.2 - Mineração
3 - Produção energética e mineração
3.3 - Energia renovável
3.3.2 - Parques eólicos","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para Conservação dos Ambientes Coralíneos do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Actinopterygii","Characiformes","Characidae","Mimagoniates","Mimagoniates lateralis","","Mimagoniates lateralis","(Nichols, 1913)","Lambari-azul-listrado","Peixes Continentais","11/2021","Vulnerável","","B1ab(iii)","Mimagoniates lateralis é endêmica do Brasil e ocorre nos riachos e alagadiços de águas ácidas e pretas, nas regiões litorâneas de remanescentes de Mata Atlântica e restinga entre o sul do estado de São Paulo (município de Itanhaém, ao norte) e o norte do estado de Santa Catarina (município de Araquari, ao sul). A espécie é relativamente abundante, porém pouco frequente por ser típica de um biótopo específico, dependente da vegetação ripária para manter subpopulações viáveis. A Extensão de Ocorrência (EOO) calculada foi de 17.855 km&sup2;. Seus ambientes preferenciais são bastante sensíveis à degradação ambiental e altamente impactados e fragmentados pela expansão imobiliária litorânea, sendo razoável assumir a fragmentação severa da população, pois nenhuma subpopulação conhecida detém mais de 50% dos indivíduos. Além disso, é possível aplicar o declínio continuado da qualidade do hábitat. Dessa forma, Mimagoniates lateralis foi categorizada como Vulnerável (VU) pelo critério B1ab(iii).","Sim","Sim","Paraná, Santa Catarina, São Paulo","|Sudeste|Sul|","Mata Atlântica, Sistema Costeiro-Marinho","Sub-bacia Litoral RJ SP
Sub-bacia Litoral SP
Sub-bacia Litoral SP PR SC","APA Cananéia-Iguape-Peruíbe, APA Guaraqueçaba","ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA, PARQUE ESTADUAL ACARAI, PARQUE ESTADUAL LAGAMAR DE CANANEIA","RPPN Fazenda Palmital, RPPN Sítio do Bananal","Desconhecido","Desconhecida","1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
3 - Produção energética e mineração
3.2 - Mineração
3.2.1 - Extração de areia
5 - Uso de recursos biológicos
5.4 - Pesca e uso de recursos aquáticos
5.4.1 - Captura intencional - subsistência/pequena escala
5.4.1.1 - Coleta manual
9 - Poluição
9.1 - Doméstica e urbana - escoamento de água
9.1.1 - Esgoto
9 - Poluição
9.2 - Industrial
9.2.4 - Tipo desconhecido
9 - Poluição
9.4 - Lixo e resíduos sólidos
9.4.1 - Urbanos","3 - Animais de estimação/ornamentais","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação dos Peixes e Eglas da Mata Atlântica","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Insecta","Odonata","Coenagrionidae","Minagrion","Minagrion canaanense","","Minagrion canaanense","Santos, 1967","Libélula","Invertebrados de Água Doce","02/2023","Vulnerável","","B1ab(ii,iii)","Minagrion canaanense é endêmica do Brasil, registrada no estado do Espírito Santo e em Minas Gerais e associada a brejos e veredas preservados. Sua Extensão de Ocorrência (EOO) foi calculada em 17.677km2. A área de distribuição da espécie é afetada, principalmente, pela expansão urbana e atividade agropecuária que promovem redução, intensa fragmentação e declínio continuado da qualidade do habitat remanescente. Considerando sua baixa capacidade de dispersão e sua afinidade por habitat específico e preservado, infere-se que sua população esteja severamente fragmentada. Portanto, M. canaanense foi categorizada como Vulnerável (VU), pelo critério B1ab(ii,iii).","Sim","Não","Espírito Santo, Minas Gerais","|Sudeste|","Mata Atlântica","Sub-bacia Doce","","","","","Desconhecida","1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.4 - Pecuária em escala desconhecida","","","","","",""
"Animalia","Chordata","Elasmobranchii","Myliobatiformes","Mobulidae","Mobula","Mobula birostris","","Manta birostris","(Walbaum, 1792)","boca-de-gaveta, raia-jamanta, raia-manta","Tubarões e Raias","11/2017","Vulnerável","","A2cd","Mobula birostris é a maior espécie de raia conhecida, atingindo 7,1 m de largura, migratória com hábitos costeiro oceânicos em ambientes epipelágicos. Distribui-se globalmente, principalmente em águas tropicais e subtropicais. No Brasil, ocorre por toda a costa, incluindo as ilhas oceânicas. Em função de sua história de vida conservativa não tolera níveis até mesmo moderados de exploração pesqueira. Os dados para o Brasil são incipientes, mas ainda assim as informações mostram que a espécie está sob pressão pesqueira, com muitos registros de animais emalhados acidentalmente em redes. A pesca intensiva em regiões costeiras e oceânicas, além do intenso tráfego de embarcações em regiões estuarinas onde a espécie ocorre, pode afetar significativamente a população dessa espécie. Globalmente, estima-se a redução populacional de 70 a 99%, considerando que trata-se de uma espécie migratória com escassez de informações nacionais sobre pescarias e com a crescente valorização e demanda internacional por seus rastros branquiais, suspeita-se que um declínio de pelo menos 30% tenha ocorrido no Brasil. Sendo assim, a espécie foi avaliada como Vulnerável (VU), sob os critérios A2cd.","Não","Sim","Alagoas, Amapá, Bahia, Ceará, Espírito Santo, Maranhão, Pará, Paraíba, Paraná, Pernambuco, Piauí, Rio de Janeiro, Rio Grande do Norte, Rio Grande do Sul, Santa Catarina, São Paulo, Sergipe","|Nordeste|Norte|Sudeste|Sul|","Sistema Costeiro-Marinho","","APA do Arquipelago Sao Pedro e Sao Paulo, APA Fernando de Noronha, APA Guaraqueçaba, PARNA Marinho de Fernando de Noronha","APA MARINHA DO LITORAL CENTRO, APA MARINHA DO LITORAL SUL, PARQUE ESTADUAL MARINHO DA LAJE DE SANTOS, PARQUE ESTADUAL MARINHO DA PEDRA DA RISCA DO MEIO","","Sim","Desconhecida","5 - Uso de recursos biológicos
5.4 - Pesca e uso de recursos aquáticos
5.4.3 - Captura intencional - comércio internacional
5 - Uso de recursos biológicos
5.4.5 - Captura indireta - subsistência/pequena escala
5.4.5.7 - Emalhe
5.4.5.7.1 - Emalhe de fundo
5 - Uso de recursos biológicos
5.4.5.7.2 - Emalhe de superfície
5 - Uso de recursos biológicos
5.4.5.7.5 - Caçoeiro
5 - Uso de recursos biológicos
5.4.6 - Captura indireta - larga escala
5.4.6.6 - Arrasto
5.4.6.6.1 - Arrasto simples
5 - Uso de recursos biológicos
5.4.6.6.2 - Arrasto duplo
5 - Uso de recursos biológicos
5.4.6.6.3 - Arrasto de parelha
5 - Uso de recursos biológicos
5.4.6.7 - Emalhe
5.4.6.7.2 - Emalhe de superfície
5 - Uso de recursos biológicos
5.4.6.7.3 - Emalhe de meia-água
5 - Uso de recursos biológicos
5.4.6.8 - Espinhel
5.4.6.8.1 - Espinhel de superfície
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
9 - Poluição
9.1 - Doméstica e urbana - escoamento de água
9.1.1 - Esgoto
9 - Poluição
9.1.2 - Escoamento urbano
9 - Poluição
9.2 - Industrial
9.2.1 - Derramamento de óleo
9 - Poluição
9.2.3 - Contaminação por metais pesados
9 - Poluição
9.2.4 - Resíduos líquidos diversos
9 - Poluição
9.4 - Lixo e resíduos sólidos
9.4.1 - Urbanos
9 - Poluição
9.4.2 - Industriais","12 - Vestuário
acessório
1 - Alimentação humana
1.6 - Pesca - comércio internacional
1 - Alimentação humana
1.8 - Pesca industrial
1.8.7 - Emalhe","Controle e fiscalização, Legislação, Plano de Ação Nacional (PAN), Proteção de locais/áreas","Plano de Ação Nacional para a Conservação dos Elasmobrânquios Ameaçados de Extinção, Plano de Ação Nacional para Conservação dos Ambientes Coralíneos do Brasil","CITES - Anexo II, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","","0 , 1000"
