"reino","filo","classe","ordem","familia","genero","especie","subespecie","nome_cientifico_anterior","autor","nome_comum","grupo","mesano_avaliacao","categoria","possivemente_extinta","criterio","justificativa","endemica_brasil","consta_em_lista_nacional_oficial","estado","regiao","bioma","bacia_hidrografica","unidade_de_conservacao_federal","unidade_de_conservacao_estadual","rppn","migratoria","tendencia_populacional","ameaca","uso","acao_conservacao","plano_de_acao","listas_e_convencoes","altitudeminmax","barimetriaminmax"
"Animalia","Chordata","Reptilia","Squamata","Dipsadidae","Ditaxodon","Ditaxodon taeniatus","","Ditaxodon taeniatus","(Peters, 1868)","Parelheira-listrada-do-campo","Répteis","11/2019","Vulnerável","","B2ab(iii)","Ditaxodon taeniatus possui registros conhecidos apenas no Brasil, mas não há certeza de que a espécie seja endêmica do país. Ela ocorre de maneira disjunta, com registros isolados no Paraná, São Paulo e Mato Grosso do Sul, na fronteira com o Paraguai. Boa parte da região onde a espécie foi registrada é bem amostrada, especialmente no Paraná, mas não há registros adicionais. A espécie é bastante rara, dependente de áreas de campos limpos bem preservadas na região de florestas de Araucária. Assim, embora tenha distribuição ampla, sua área de ocupação é consideravelmente menor. As áreas de campo sofreram forte redução no passado e sua área de ocupação atual foi estimada em apenas 84 km2. Os impactos ainda persistem, e os campos sofrem declínio da qualidade do hábitat, sendo afetados pelo avanço das atividades agropecuárias, incluindo silvicultura, além de incêndios recorrentes. Entre 2007 e 2017 houve redução de cerca de 16% das áreas de campo em um raio de 10 km ao redor dos registros conhecidos. Considerando essas ameaças e os poucos registros conhecidos, foram reconhecidas 7 localizações. Assim, Ditaxodon taeniatus foi categorizada como Vulnerável (VU) pelo critério B2ab(iii).","Desconhecido","Sim","Mato Grosso do Sul, Paraná, São Paulo","|Centro-Oeste|Sudeste|Sul|","Cerrado, Mata Atlântica","Sub-bacia Grande
Sub-bacia Iguaçu
Sub-bacia Paranapanema
Sub-bacia Paraná RH1","","APA CAMPOS DO JORDÃO, ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DA ESCARPA DEVONIANA","RPPN Alegrete","","Desconhecida","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.3 - Agricultura agro-industrial
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.3 - Pecuária agro-industrial
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação da Herpetofauna do Sul - 2º ciclo, Plano de Ação Nacional para a Conservação de Répteis e Anfíbios Ameaçados da Região Sul do Brasil, Plano de Ação Nacional para conservação da Herpetofauna Ameaçada da Mata Atlântica da Região Sudeste do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae","Elacatinus","Elacatinus phthirophagus","","Elacatinus phthirophagus","Sazima, Carvalho-Filho & Sazima, 2008","","Peixes Marinhos (ósseos)","06/2019","Vulnerável","","D2","Elacatinus phthirophagus é uma espécie endêmica do complexo insular Rocas-Noronha. Sua área de ocupação é de 12 km2. As principais ameaças identificadas, principalmente em Fernando de Noronha, que podem levar a espécie à condição de CR ou EX em curto prazo, relacionam-se aos impactos antrópicos crônicos em função da ocupação humana desordenada (por exemplo drenagem pluvial, poluentes, erosão, falta de saneamento básico e descarte inadequado de resíduos) e atividades econômicas (como navegação, turismo, efeitos indiretos da pesca e mineração). Outras fontes de impactos, de causas ainda desconhecidas, como a mortandade de espécies de peixes recifais em ilhas oceânicas, também representam ameaças à conservação da espécie. Considerando que a espécie tem AOO restrita e existe um conjunto, em sinergia, de ameaças futuras plausíveis, E. phthirophagus foi categorizada como Vulnerável (VU) sob o critério D2.","Sim","Não","Pernambuco, Rio Grande do Norte","|Nordeste|","Sistema Costeiro-Marinho","","APA Fernando de Noronha, PARNA Marinho de Fernando de Noronha, REBIO Atol das Rocas","","","","Desconhecida","11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
11 - Mudanças e extremos climáticos
11.3 - Extremos térmicos
1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
1 - Desenvolvimento residencial e comercial
1.3 - Áreas de turismo e recreação
4 - Transportes e serviços de transmissão
4.4 - Tráfego de embarcações
6 - Distúrbios humanos
6.3 - Trabalho e outras atividades
9 - Poluição
9.4 - Lixo e resíduos sólidos","","","","","","3 , 18"
"Animalia","Chordata","Aves","Passeriformes","Tyrannidae","Elaenia","Elaenia ridleyana","","Elaenia ridleyana","Sharpe, 1888","cocoruta","Aves","06/2019","Vulnerável","","D2","Elaenia ridleyana é endêmica do Brasil, com ocorrência restrita ao arquipélago de Fernando de Noronha. A área de ocupação (AOO) foi calculada em 20 km&sup2;. Habita florestas, capoeiras, vegetação arbustivo-arbórea e apesar de estar parcialmente protegida por unidades de conservação, a predação por espécies introduzidas, como o lagarto Tupinambis merianae e animais domésticos (gatos e ratos), é uma ameaça possível de levar o táxon à categoria de Criticamente em Perigo ou Extinto em um curto período de tempo. Dessa forma, E. ridleyana foi categorizada como Vulnerável (VU) pelo critério D2.","Sim","Sim","Pernambuco","|Nordeste|","Mata Atlântica, Sistema Costeiro-Marinho","","APA Fernando de Noronha, PARNA Marinho de Fernando de Noronha","","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
1 - Desenvolvimento residencial e comercial
1.3 - Áreas de turismo e recreação
4 - Transportes e serviços de transmissão
4.2 - Atropelamentos
5 - Uso de recursos biológicos
5.1 - Caça e captura de animais terrestres ou marinhos
5.1.4 - Motivação desconhecida
5 - Uso de recursos biológicos
5.3 - Extração florestal
5.3.5 - Motivação desconhecida
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
8 - Espécies invasoras
problemáticas e doenças
8.1 - Espécies exóticas
8.1.1 - Espécie conhecida
8.1.1.2 - Predadores
8 - Espécies invasoras
problemáticas e doenças
8.2 - Espécies domésticas
8.2.2 - Predadores","","Controle de espécies invasoras/problemáticas, Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação das Aves Ameaçadas do Bioma Mata Atlântica","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Actinopterygii","Perciformes","Tripterygiidae","Enneanectes","Enneanectes smithi","","Enneanectes smithi","Lubbock & Edwards, 1981","","Peixes Marinhos (ósseos)","10/2021","Vulnerável","","D2","Enneanectes smithi é endêmica do Arquipélago de São Pedro e São Paulo, Pernambuco. É uma espécie cripto-bentônica, utilizando grutas e fendas, encontrada em poças de maré até profundidades de 55 m. Sua área de ocupação é bastante restrita, calculada em 8 km². As principais ameaças identificadas, que podem levar a espécie à condição de Criticamente em Perigo (CR) ou Extinta (EX) em curto prazo, relacionam-se aos eventos de mortalidade em massa de peixes em várias ilhas oceânicas, ainda sem causas definidas, observados recorrentemente nas duas últimas décadas. Recentemente foram prospectadas áreas de mineração com possibilidades de exploração em um futuro próximo. Além disso, impactos antrópicos crônicos como ocupação da ilha, tráfego de embarcações, possibilidade de acidentes marítimos, assim como os efeitos indiretos da pesca também apresentam ameaças à espécie. Dessa forma, há ameaças plausíveis de levar a espécie à condição de CR ou EX em curto prazo, de modo que Enneanectes smithi foi categorizada como Vulnerável (VU) sob o critério D2.","Sim","Sim","Pernambuco","|Nordeste|","Sistema Costeiro-Marinho","","APA do Arquipelago Sao Pedro e Sao Paulo, APA Fernando de Noronha, MONA do Arquipelago Sao Pedro e Sao Paulo","","","Desconhecido","Desconhecida","11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
3 - Produção energética e mineração
3.2 - Mineração
3.2.3 - Extração de minérios - subsolo
4 - Transportes e serviços de transmissão
4.4 - Tráfego de embarcações
7 - Modificações nos sistemas naturais
7.3 - Outras modificações nos ecossistemas
9 - Poluição
9.1 - Doméstica e urbana - escoamento de água
9.1.1 - Esgoto
9 - Poluição
9.2 - Industrial
9.2.1 - Derramamento de óleo
9 - Poluição
9.2.4 - Resíduos líquidos diversos
9 - Poluição
9.4 - Lixo e resíduos sólidos
9.4.1 - Urbanos
9 - Poluição
9.4.2 - Industriais","","","","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","","55"
"Animalia","Chordata","Reptilia","Squamata","Leiosauridae","Enyalius","Enyalius brasiliensis","","Enyalius brasiliensis","(Lesson, 1828)","camaleãozinho, papa-vento","Répteis","03/2021","Vulnerável","","B1ab(iii)","Enyalius brasiliensis é endêmica do Brasil, conhecida da Mata Atlântica do estado do Rio de Janeiro. Sua extensão de ocorrência é estimada em 18.238 km2. A Mata Atlântica nessa região já sofreu grande perda histórica, intensa fragmentação e degradação, principalmente em decorrência do avanço de áreas urbanas e de atividades agrícolas. Essas pressões persistem e provocam declínio contínuo da qualidade do hábitat da espécie, que é de ambiente florestal e menos tolerante a alterações do ambiente do que outras espécies do gênero. Possui baixa capacidade de dispersão, sendo assim, sua população encontra-se severamente fragmentada. Por essas razões, Enyalius brasiliensis foi avaliada como Vulnerável (VU) pelo critério B1ab(iii).","Sim","Não","Rio de Janeiro","|Sudeste|","Mata Atlântica","Sub-bacia Litoral RJ
Sub-bacia Paraíba do Sul","APA Bacia do Rio São João/Mico-Leão-Dourado, PARNA da Tijuca, REBIO do Tinguá","ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU, ÁREA DE PROTEÇÃO AMBIENTAL DE GERICINÓ/MENDANHA, ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS, PARQUE ESTADUAL DA ILHA GRANDE, PARQUE ESTADUAL DO DESENGANO, PARQUE ESTADUAL DO MENDANHA","","","Desconhecida","1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
6 - Distúrbios humanos
6.3 - Trabalho e outras atividades","","","","","",""
"Animalia","Chordata","Reptilia","Squamata","Leiosauridae","Enyalius","Enyalius capetinga","","","Breitman, Domingos, Bagley, Wiederhecker, Ferrari, Cavalcante, Pereira, Abreu, Soares-de-Lima, Morais, Prette, Silva, Mello, Carvalho, Lima, Silva, Matias, Carvalho, Pantoja, Gomes, Paschoaletto, Rodrigues, Talarico, Barreto-Lima & Colli, 2018","","Répteis","04/2022","Vulnerável","","B2ab(ii,iii)","Enyalius capetinga é endêmica do Brasil, com ocorrência no Cerrado, havendo registros no Distrito Federal e nos estados de Goiás e noroeste de Minas Gerais. Apesar da extensão de ocorrência relativamente ampla, sua área de ocupação é reduzida, estimada entre 536 e 1.072 km2, já que a espécie é encontrada predominantemente em florestas de galeria bem preservadas. Esses ambientes encontram-se bastante degradados e fragmentados em função, principalmente, de atividades agropecuárias, urbanização, incêndios e represamentos de rios, atividades que também provocam perda e declínio contínuo da da qualidade do habitat. Em algumas localidades fora de áreas protegidas a espécie não é mais encontrada. Considerando sua baixa capacidade de dispersão e a fragmentação das matas de galerias, sua população encontra-se severamente fragmentada. Por esses motivos, Enyalius capetinga foi avaliada como Vulnerável (VU) pelo critério B2ab(ii,iii).","Sim","Não","Distrito Federal, Goiás, Minas Gerais","|Centro-Oeste|Sudeste|","Cerrado","Sub-bacia Paranaíba
Sub-bacia São Francisco Médio
Sub-bacia Tocantins Alto","APA Planalto Central, PARNA de Brasília","APA DA BACIA DOS RIBEIRÕES DO GAMA E CABEÇA DE VEADO","RPPN Fazenda Caetano","Não","Declinando","1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.3 - Agricultura agro-industrial
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.3 - Pecuária agro-industrial
3 - Produção energética e mineração
3.3 - Energia renovável
3.3.1 - Hidrelétricas
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios
8 - Espécies invasoras
problemáticas e doenças
8.1 - Espécies exóticas
8.1.2 - Espécie não conhecida
8.1.2.4 - Patógenos/Parasitas
9 - Poluição
9.1 - Doméstica e urbana - escoamento de água
9.1.3 - Tipo desconhecido
9 - Poluição
9.2 - Industrial
9.2.4 - Tipo desconhecido","","Plano de Ação Nacional (PAN)","","","1100",""
"Animalia","Chordata","Aves","Passeriformes","Thamnophilidae","Epinecrophylla","Epinecrophylla dentei","","Epinecrophylla dentei","Whitney, Isler, Bravo, Aristizábal, Schunck, Silveira & Piacentini, 2013","choquinha-do-rio-roosevelt","Aves","08/2018","Vulnerável","","A3c","Epinecrophylla dentei é endêmica do microinterflúvio Aripuanã-Machado, contido no interflúvio Madeira-Tapajós. A partir da perda e degradação de habitat em função da expansão agropecuária, principalmente no sul do estado do Amazonas, projeta-se um declínio populacional de pelo menos 30% nos próximos 13 anos (três gerações), baseado no declínio na qualidade do habitat. Por isso, E. dentei foi categorizada como Vulnerável (VU) pelo critério A3c.","Sim","Sim","Amazonas, Rondônia","|Norte|","Amazônia","Sub-bacia Madeira","REBIO do Jaru","","","Não","Declinando","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.4 - Pecuária em escala desconhecida
5 - Uso de recursos biológicos
5.3 - Extração florestal
5.3.5 - Motivação desconhecida
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação das Aves Ameaçadas do Bioma Amazônia - 2º ciclo","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Actinopterygii","Perciformes","Epinephelidae","Epinephelus","Epinephelus marginatus","","Epinephelus marginatus","Lowe 1834","","Peixes Marinhos (ósseos)","06/2019","Vulnerável","","A2bcde","Epinephelus marginatus, conhecida como garoupa-verdadeira, ocorre no Atlântico e Oceano Índico ocidental. No Brasil, distribui-se da Bahia até o Rio Grande do Sul. É hermafrodita protogínica, forma agregações reprodutivas, possui comportamento territorialista e é carnívora. A espécie é alvo das pescarias esportivas com linha e pesca submarina, na pesca artesanal é capturada pelo espinhel-de-fundo, cerco fixo e redes de emalhe. Já na industrial, é capturada pela frota de linha-de-mão, espinhel-de-fundo, emalhe de fundo e arrasto de parelha. Foram observadas quedas no índice de abundância relativa ao redor de 30% com dados das frotas de São Paulo e Santa Catarina, onde se concentra a maior abundância da espécie. A partir da década de 1980, abordagens etnobiológicas regionais no Rio de Janeiro e no Rio Grande do Sul, corroboram esse declínio histórico, sendo de até 80% no Rio de Janeiro, reforçado por 20 anos de amostragem com censo visual (1992 a 2012). Considerando as reduções observadas na abundância relativa, infere-se uma redução no tamanho populacional de pelo menos 30% no período de três gerações para toda sua área de ocorrência, no passado. Mudanças no padrão de abundância ainda não podem ser observadas a partir de medidas de gestão estabelecidas nos últimos anos (a partir de 2018). Adicionalmente, além dos níveis elevados de exploração que tem sofrido, está ocorrendo degradação e perda de habitats costeiros ocupados pelos juvenis, com observação em alguns locais de contaminação por mercúrio, o que representa mais uma ameaça à espécie. Considerando a redução suspeitada, Epinephelus marginatus foi categorizada como Vulnerável (VU) sob os critérios A2bcde.","Não","Sim","Bahia, Espírito Santo, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo","|Nordeste|Sudeste|Sul|","Sistema Costeiro-Marinho","","APA Cairuçu, APA Cananéia-Iguape-Peruíbe, APA Costa das Algas, ESEC Tamoios, MONA Arquipélago das Ilhas Cagarras, PARNA da Lagoa do Peixe, PARNA da Serra da Bocaina, PARNA Marinho das Ilhas dos Currais, REBIO Marinha do Arvoredo","APA MARINHA DO LITORAL NORTE, ÁREA DE PROTEÇÃO AMBIENTAL DE TAMOIOS, ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS, ARIE DE SãO SEBASTIãO, PARQUE ESTADUAL DA ILHA ANCHIETA, PARQUE ESTADUAL DA ILHA GRANDE, PARQUE ESTADUAL DE ILHABELA, RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO AVENTUREIRO","","Desconhecido","Declinando","11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
5 - Uso de recursos biológicos
5.1 - Caça e captura de animais terrestres ou marinhos
5.1.1 - Caça/captura intencional (a espécie é o alvo)
5.1.1.4 - Esportiva
5 - Uso de recursos biológicos
5.4 - Pesca e uso de recursos aquáticos
5.4.1 - Captura intencional - subsistência/pequena escala
5.4.1.3 - Aparelho com anzol
5.4.1.3.3 - Espinhel fixo de fundo
5 - Uso de recursos biológicos
5.4.1.3.5 - Linha de fundo e linha de mão
5 - Uso de recursos biológicos
5.4.1.4 - Armadilha
5.4.1.4.3 - Cerco fixo (curral)
5 - Uso de recursos biológicos
5.4.1.7 - Emalhe
5.4.1.7.1 - Emalhe de fundo
5 - Uso de recursos biológicos
5.4.2 - Captura intencional - larga escala
5.4.2.2 - Linha de mão
5 - Uso de recursos biológicos
5.4.2.6 - Arrasto
5.4.2.6.3 - Arrasto de parelha
5 - Uso de recursos biológicos
5.4.2.7 - Emalhe
5.4.2.7.1 - Emalhe de fundo
5 - Uso de recursos biológicos
5.4.2.8 - Espinhel
5.4.2.8.2 - Espinhel de fundo
5 - Uso de recursos biológicos
5.4.2.9 - Outro
5 - Uso de recursos biológicos
5.4.5 - Captura indireta - subsistência/pequena escala
5.4.5.7 - Emalhe
5 - Uso de recursos biológicos
5.4.6 - Captura indireta - larga escala
5.4.6.7 - Emalhe
5.4.6.7.1 - Emalhe de fundo
7 - Modificações nos sistemas naturais
7.3 - Outras modificações nos ecossistemas
9 - Poluição
9.2 - Industrial
9.2.3 - Contaminação por metais pesados","15 - Pesquisa
16 - Outro
1 - Alimentação humana
1.7 - Pesca artesanal
1.7.2 - Aparelho primitivo
1.7.2.1 - Arpão
1 - Alimentação humana
1.7.3 - Aparelho com anzol
1.7.3.5 - Linha de fundo e linha de mão
1 - Alimentação humana
1.7.4 - Armadilha
1.7.4.3 - Cerco fixo (curral)
1 - Alimentação humana
1.7.7 - Emalhe
1.7.7.1 - Emalhe de fundo
1 - Alimentação humana
1.8 - Pesca industrial
1.8.2 - Linha de mão
1 - Alimentação humana
1.8.6 - Arrasto
1.8.6.2 - Arrasto duplo
1 - Alimentação humana
1.8.6.3 - Arrasto de parelha
1 - Alimentação humana
1.8.7 - Emalhe
1.8.7.1 - Emalhe de fundo
1 - Alimentação humana
1.8.8 - Espinhel
1.8.8.2 - Espinhel de fundo
4 - Caça/pesca esportiva","Plano de Ação Nacional (PAN), Plano de Recuperação","Plano de Ação Nacional Lagoas do Sul, Plano de Ação Nacional para Conservação de Espécies Ameaçadas e de Importância Socioeconômica do Ecossistema Manguezal, Plano de Ação Nacional para Conservação dos Ambientes Coralíneos do Brasil","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","","1 , 209"
"Animalia","Onychophora","Onychophora","Euonychophora","Peripatidae","Epiperipatus","Epiperipatus diadenoproctus","","Epiperipatus diadenoproctus","Oliveira, Lacorte, Fonseca, Wieloch & Mayer, 2011","Onicóforo","Invertebrados Terrestres","10/2020","Vulnerável","","D2","Epiperipatus diadenoproctusé endêmica do Brasil, sendo conhecida apenas da localidade-tipo, a RPPN Mata do Sossego, um fragmento de Mata Atlântica de 133 ha no município de Simonésia, estado de Minas Gerais. Embora seja uma Unidade de Conservação, a região onde a espécie ocorre sofre impactos decorrentes do avanço de atividades agropecuárias, como cafezais e pastagens no entorno. Assim, considerando que o único registro da espécie representa uma localização e que o fragmento de mata onde ocorre está sujeito ao efeito de borda e incêndios, que podem levar a espécie à condição de CR ou EX em curto prazo, E. diadenoproctus foi categorizada como Vulnerável (VU) pelo critério D2.","Sim","Sim","Minas Gerais","|Sudeste|","Mata Atlântica","Sub-bacia Doce","","","RPPN Estação Biológica da Mata do Sossego","Não","Desconhecida","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.4 - Pecuária em escala desconhecida","","","","Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Chordata","Mammalia","Artiodactyla","Balaenidae","Eubalaena","Eubalaena australis","","Eubalaena australis","(Desmoulins, 1822)","Baleia-franca, Baleia-franca-austral, Baleia-franca-do-sul, Baleia-lisa, Baleia-preta","Mamíferos","02/2025","Vulnerável","","A1d; D1","Eubalaena australis é uma espécie migratória que apresenta distribuição circumpolar no Hemisfério Sul. No Brasil, ocorre da Bahia ao Rio Grande do Sul, com maior concentração em Santa Catarina. A caça comercial reduziu a população drasticamente em toda a sua área de ocorrência e há evidências de gargalo genético. Ainda que a espécie venha se recuperando nas últimas décadas, houve um declínio populacional de pelo menos 50% nas últimas três gerações. Na costa brasileira, a caça realizada até 1973 reduziu a população de baleias-franca a números insignificantes, e seus números totais continuam baixos quando comparados aos dados históricos pré-caça. São estimados aproximadamente 800 indivíduos maduros para a costa brasileira. Por essas razões, E. australis foi categorizada como Vulnerável (VU) segundo os critérios A1d; D1. A espécie não é endêmica do Brasil, e há probabilidade de que haja imigração de indivíduos provenientes da população da Argentina. Não se sabe se esta imigração poderá diminuir no futuro. A população regional não é um sumidouro e, assim, manteve-se a categoria identificada na avaliação preliminar.","Não","Sim","Bahia, Espírito Santo, Paraná, Rio de Janeiro, Rio Grande do Sul, Santa Catarina, São Paulo","|Nordeste|Sudeste|Sul|","Sistema Costeiro-Marinho","","APA Baleia Franca, PARNA da Lagoa do Peixe, PARNA Marinho dos Abrolhos, RESEX Arraial do Cabo, RESEX Cassurubá, RESEX Marinha Pirajubaé, REVIS Arquipélago de Alcatrazes, REVIS Ilha dos Lobos","APA MARINHA DO LITORAL NORTE, ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS, ÁREA DE PROTEÇÃO AMBIENTAL PLATAFORMA CONTINENTAL DO LITORAL NORTE, ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS, PARQUE ESTADUAL DA SERRA DO TABULEIRO, PARQUE ESTADUAL DE ILHABELA, PARQUE ESTADUAL XIXOVÁ-JAPUÍ","","Sim","Aumentando","11 - Mudanças e extremos climáticos
11.1 - Mudança/alteração de habitat
4 - Transportes e serviços de transmissão
4.2 - Atropelamentos
4 - Transportes e serviços de transmissão
4.3 - Portos
4 - Transportes e serviços de transmissão
4.4 - Tráfego de embarcações
5 - Uso de recursos biológicos
5.4 - Pesca e uso de recursos aquáticos
5.4.6 - Captura indireta - larga escala
5.4.6.7 - Emalhe
6 - Distúrbios humanos
6.1 - Atividades recreacionais/turísticas
8 - Espécies invasoras
problemáticas e doenças
8.3 - Espécies nativas problemáticas
8.3.1 - Espécie conhecida
8.3.1.4 - Patógenos/parasitas
8 - Espécies invasoras
problemáticas e doenças
8.5 - Doenças provocadas por vírus ou príons
8.5.2 - Espécie conhecida (Doença)
9 - Poluição
9.1 - Doméstica e urbana - escoamento de água
9.1.1 - Esgoto
9 - Poluição
9.4 - Lixo e resíduos sólidos
9.4.1 - Urbanos
9 - Poluição
9.4.2 - Industriais
9 - Poluição
9.6 - Excesso de energia
9.6.3 - Poluição sonora","","Nível nacional, Nível regional, Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação dos Cetáceos Marinhos, Plano de Ação Nacional para a Conservação dos Mamíferos Aquáticos Grandes Cetáceos e Pinípedes","Convenção sobre Espécies Migratórias – CMS, CITES - Anexo I, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2014, Lista Nacional Oficial de Espécies da Fauna Ameaçadas de Extinção 2022","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Eufriesea","Eufriesea brasilianorum","","","(Friese, 1899)","Abelha das orquídeas","Invertebrados Terrestres","07/2021","Vulnerável","","D2","Eufriesea brasilianorum é endêmica do Brasil, registrada apenas na região norte do Espírito Santo e nordeste de Minas Gerais. Os registros no Espírito Santo, porém, são considerados históricos pois a espécie não é mais encontrada desde o final da década de 1960. Portanto, a distribuição atual conhecida da espécie é restrita a apenas um município de Minas Gerais. Apesar de registrada em uma RPPN, a região de ocorrência da espécie é fortemente afetada pela substituição da vegetação nativa por áreas de silvicultura, pastagem e monocultura. Essas atividades são comumente associadas ao uso intenso de agrotóxicos, pesticidas e uso descontrolado do fogo, que também ameaçam a manutenção da sua população e podem leva-la rapidamente à condição de Criticamente em Perigo (CR) ou mesmo Extinta (EX). Por essas razões, Eufriesea brasilianorum foi categorizada como Vulnerável (VU), pelo critério D2.","Sim","Não","Espírito Santo, Minas Gerais","|Sudeste|","Mata Atlântica","","","REFÚGIO ESTADUAL DE VIDA SILVESTRE MATA DOS MURIQUIS","","Não","Desconhecida","2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
2 - Agropecuária e Aquacultura
2.2 - Silvicultura
2.2.3 - Plantações em escala desconhecida
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.4 - Pecuária em escala desconhecida
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios
9 - Poluição
9.3 - Agropecuária e florestal
9.3.3 - Herbicidas e pesticidas","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação de Insetos Polinizadores","","",""
"Animalia","Arthropoda","Insecta","Hymenoptera","Apidae","Eufriesea","Eufriesea pyrrhopyga","","","Faria & Melo, 2011","Abelha das orquídeas","Invertebrados Terrestres","07/2021","Vulnerável","","D2","Eufriesea pyrrhopyga é endêmica do Brasil, conhecida apenas de sua localidade-tipo, a Reserva Particular do Patrimônio Natural Dois Irmãos, em Recife, Pernambuco. A espécie foi descrita a partir de exemplares coletados a partir de 1994 e, desde então, não foi mais registrada. Esta localidade é afetada pela expansão urbana e a região passa por intenso processo de substituição do ambiente natural por áreas de monocultura (principalmente de cana-de-açúcar) e pastagem. Essas atividades são comumente associadas ao uso intenso de agrotóxicos, pesticidas e uso descontrolado do fogo, que também ameaçam a manutenção da sua população e podem leva-la rapidamente à condição de Criticamente em Perigo (CR) ou mesmo Extinta (EX). Por essas razões, Eufriesea pyrrhopyga foi categorizada como Vulnerável (VU), pelo critério D2.","Sim","Não","Pernambuco","|Nordeste|","Mata Atlântica","Sub-bacia Litoral AL PE PB","","PARQUE ESTADUAL DE DOIS IRMÃOS","","Não","Desconhecida","1 - Desenvolvimento residencial e comercial
1.1 - Expansão urbana
2 - Agropecuária e Aquacultura
2.1 - Culturas anuais e perenes não-madeireiras
2.1.4 - Agricultura de escala desconhecida
2 - Agropecuária e Aquacultura
2.3 - Pecuária
2.3.4 - Pecuária em escala desconhecida
7 - Modificações nos sistemas naturais
7.1 - Incêndios e supressão de incêndios
7.1.1 - Aumento da frequência/intensidade de incêndios
9 - Poluição
9.3 - Agropecuária e florestal
9.3.3 - Herbicidas e pesticidas","","Plano de Ação Nacional (PAN)","Plano de Ação Nacional para a Conservação de Insetos Polinizadores","","",""
